"";"V0001";"V0002";"V0011";"V0300";"V0010";"V1001";"V1002";"V1003";"V1004";"V1006";"V4001";"V4002";"V0201";"V2011";"V2012";"V0202";"V0203";"V6203";"V0204";"V6204";"V0205";"V0206";"V0207";"V0208";"V0209";"V0210";"V0211";"V0212";"V0213";"V0214";"V0215";"V0216";"V0217";"V0218";"V0219";"V0220";"V0221";"V0222";"V0301";"V0401";"V0402";"V0701";"V6529";"V6530";"V6531";"V6532";"V6600";"V6210";"M0201";"M2011";"M0202";"M0203";"M0204";"M0205";"M0206";"M0207";"M0208";"M0209";"M0210";"M0211";"M0212";"M0213";"M0214";"M0215";"M0216";"M0217";"M0218";"M0219";"M0220";"M0221";"M0222";"M0301";"M0401";"M0402";"M0701"
"1";35;49904;"3549904005001";8149;20,3423793021539;3;13;50;0;1;6;64;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"2";35;49904;"3549904005001";10035;19,7063216971747;3;13;50;0;1;1;13;3;1000;1,96078;"1";6;0,7;2;2;2;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;4;2;2;6510;12,76471;1627,5;3,19118;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"3";35;49904;"3549904005001";37046;24,7622968548695;3;13;50;0;1;1;11;1;NA;NA;"1";5;0,4;2;1;1;"";1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2600;5,09804;1300;2,54902;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"4";35;49904;"3549904005001";40308;18,7308493847758;3;13;50;0;1;1;11;1;NA;NA;"1";8;0,3;2;1;2;"";1;1;1;1;1;1;2;1;2;1;1;2;2;NA;2;2;2;2;1;2;1510;2,96078;755;1,48039;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"5";35;49904;"3549904005001";62174;21,3993806518058;3;13;50;0;1;1;11;1;NA;NA;"1";6;0,5;2;1,5;2;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;3;2;2;2010;3,94118;670;1,31373;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"6";35;49904;"3549904005001";75293;24,1551375083626;3;13;50;0;1;1;11;3;250;0,4902;"1";5;0,2;1;1;1;"";1;1;1;1;1;1;2;1;2;1;2;1;2;NA;2;2;2;1;1;2;620;1,21569;620;1,21569;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"7";35;49904;"3549904005001";90575;23,1542546594125;3;13;50;0;1;1;11;1;NA;NA;"2";4;1,5;1;6;1;"";1;1;1;1;1;1;1;1;1;1;1;2;2;NA;1;2;2;6;1;2;0;0;0;0;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"8";35;49904;"3549904005001";94228;18,8013897780932;3;13;50;0;1;1;11;1;NA;NA;"1";6;0,7;2;2;2;"";1;1;1;1;1;1;1;1;1;1;1;1;2;NA;2;1;2;4;1;2;1530;3;382,5;0,75;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"9";35;49904;"3549904005001";99096;13,8996968151194;3;13;50;0;1;1;13;3;617;1,2098;"1";4;0,8;1;3;1;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;3;1;2;0;0;0;0;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"10";35;49904;"3549904005001";99738;16,0180833715121;3;13;50;0;1;1;11;1;NA;NA;"1";4;0,8;2;1,5;1;"";4;1;1;2;1;3;1;1;2;1;1;2;2;NA;2;2;2;3;2;2;645;1,26471;215;0,42157;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"11";35;49904;"3549904005001";113690;24,0848403080377;3;13;50;0;1;1;11;1;NA;NA;"1";6;0,3;1;2;2;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;1350;2,64706;675;1,32353;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"12";35;49904;"3549904005001";114586;24,7436166580237;3;13;50;0;1;1;13;1;NA;NA;"1";7;0,6;2;2;2;"";1;1;1;2;1;1;2;1;1;1;1;1;1;1;2;1;2;4;2;2;6000;11,76471;1500;2,94118;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"13";35;49904;"3549904005001";122163;25,3217489590426;3;13;50;0;1;1;13;1;NA;NA;"1";9;0,4;3;1,3;2;"";1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;2;4;1;2;7200;14,11765;1800;3,52941;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"14";35;49904;"3549904005001";142871;17,4734333282234;3;13;50;0;1;1;11;1;NA;NA;"1";8;0,5;4;1;2;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;4;2;2;4500;8,82353;1125;2,20588;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"15";35;49904;"3549904005001";148025;28,471742094472;3;13;50;0;1;1;11;1;NA;NA;"1";10;0,3;3;1;2;"";1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;2;3;1;2;2020;3,96078;673,33;1,32026;3;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"16";35;49904;"3549904005001";152469;22,0853013932386;3;13;50;0;1;1;11;3;520;1,01961;"1";5;0,4;1;2;1;"";1;1;1;1;1;1;1;1;2;1;2;1;1;1;2;2;2;2;1;2;3200;6,27451;1600;3,13725;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"17";35;49904;"3549904005001";153088;17,8374186647051;3;13;50;0;1;1;13;1;NA;NA;"1";8;0,6;3;1,7;2;"";1;1;1;1;1;1;1;1;1;1;1;1;2;NA;2;1;2;5;1;2;7115;13,95098;1423;2,7902;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"18";35;49904;"3549904005001";157723;29,2295517372378;3;13;50;0;1;1;13;1;NA;NA;"1";4;0,5;1;2;1;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;4000;7,84314;2000;3,92157;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"19";35;49904;"3549904005001";161528;17,179115072161;3;13;50;0;1;1;11;1;NA;NA;"1";4;0,5;1;2;1;"";1;1;1;1;1;1;1;1;1;1;1;1;2;NA;2;2;2;2;2;2;3700;7,2549;1850;3,62745;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"20";35;49904;"3549904005001";162556;23,2453707338449;3;13;50;0;1;1;11;5;NA;NA;"1";4;0,3;1;1;1;"";1;1;1;1;1;1;1;1;2;1;1;2;1;1;2;1;2;1;1;2;1000;1,96078;1000;1,96078;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"21";35;49904;"3549904005001";173341;13,7898334445102;3;13;50;0;1;1;11;1;NA;NA;"1";7;0,6;3;1,3;1;"";1;1;1;1;1;1;1;1;1;1;1;1;2;NA;2;1;2;4;2;2;3050;5,98039;762,5;1,4951;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"22";35;49904;"3549904005001";183845;20,0961153280716;3;13;50;0;1;6;65;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"23";35;49904;"3549904005001";196372;18,5792124439663;3;13;50;0;1;6;61;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"24";35;49904;"3549904005001";196704;18,7308493847758;3;13;50;0;1;1;13;1;NA;NA;"1";8;0,3;1;2;2;"";1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2200;4,31373;1100;2,15686;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"25";35;49904;"3549904005001";210960;25,3938847112025;3;13;50;0;1;1;11;3;540;1,05882;"1";5;0,4;2;1;1;"";1;1;1;1;1;2;1;1;2;1;1;2;2;NA;2;2;2;2;1;2;3040;5,96078;1520;2,98039;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"26";35;49904;"3549904005001";214019;21,7599090539609;3;13;50;0;1;1;11;1;NA;NA;"1";5;0,4;2;1;1;"";1;1;1;1;1;1;1;1;2;1;1;2;2;NA;2;2;2;2;2;2;1360;2,66667;680;1,33333;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"27";35;49904;"3549904005001";234007;21,4781420467317;3;13;50;0;1;1;11;1;NA;NA;"1";4;0,3;1;1;1;"";1;1;1;1;1;1;2;1;2;1;2;1;2;NA;2;2;2;1;1;2;510;1;510;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"28";35;49904;"3549904005001";240918;18,4536877859537;3;13;50;0;1;1;13;1;NA;NA;"1";6;0,5;3;1;2;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;3;1;2;7900;15,4902;2633,33;5,1634;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"29";35;49904;"3549904005001";241690;12,42224031586;3;13;50;0;1;1;11;1;NA;NA;"1";9;0,3;3;1;2;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;3;2;2;3310;6,4902;1103,33;2,1634;3;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"30";35;49904;"3549904005001";245105;32,2172527355422;3;13;50;0;1;1;13;1;NA;NA;"1";11;0,3;2;1,5;3;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;3;2;2;13000;25,4902;4333,33;8,49673;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"31";35;49904;"3549904005001";250569;23,2363995643366;3;13;50;0;1;1;11;1;NA;NA;"1";6;0,3;1;2;1;"";1;1;1;1;1;1;1;1;2;1;1;1;2;NA;2;1;2;2;1;2;1320;2,58824;660;1,29412;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"32";35;49904;"3549904005001";257719;18,3781624337721;3;13;50;0;1;1;11;1;NA;NA;"1";5;1;2;2,5;1;"";1;1;1;1;1;2;1;1;1;1;1;2;2;NA;2;2;2;5;2;2;1410;2,76471;282;0,55294;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"33";35;49904;"3549904005001";269236;9,86138592902129;3;13;50;0;1;1;13;3;600;1,17647;"1";7;0,9;2;3;1;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;6;2;2;1600;3,13725;266,67;0,52288;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"34";35;49904;"3549904005001";279641;19,5978914479005;3;13;50;0;1;1;11;1;NA;NA;"1";8;0,5;3;1,3;2;"";1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;2;4;1;2;4610;9,03922;1152,5;2,2598;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"35";35;49904;"3549904005001";284065;21,1812212055006;3;13;50;0;1;1;13;1;NA;NA;"1";5;0,2;1;1;1;"";1;1;1;2;1;1;1;1;1;1;1;2;1;1;2;1;2;1;1;1;12500;24,5098;12500;24,5098;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"36";35;49904;"3549904005001";288362;23,2453707338449;3;13;50;0;1;1;11;1;NA;NA;"1";2;0,5;1;1;1;"";1;1;2;1;1;3;2;2;1;2;2;2;2;NA;2;2;2;1;1;2;500;0,98039;500;0,98039;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"37";35;49904;"3549904005001";291708;19,8028459917791;3;13;50;0;1;1;13;3;530;1,03922;"1";7;0,1;1;1;2;"";1;1;1;1;1;1;2;1;2;1;1;2;1;1;2;1;2;1;1;2;7100;13,92157;7100;13,92157;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"38";35;49904;"3549904005001";299105;14,7174332786742;3;13;50;0;1;1;11;1;NA;NA;"1";3;1;1;3;1;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;1;2;1020;2;340;0,66667;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"39";35;49904;"3549904005001";302111;22,8054426610378;3;13;50;0;1;1;11;1;NA;NA;"1";6;0,5;2;1,5;2;"";1;1;1;1;1;1;1;1;1;1;1;1;2;NA;2;2;2;3;1;2;2040;4;680;1,33333;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"40";35;49904;"3549904005001";315454;21,7446977487478;3;13;50;0;1;1;11;5;NA;NA;"1";5;0,6;2;1,5;2;"";1;1;1;1;1;2;1;1;2;1;1;2;1;2;2;1;2;3;1;2;1020;2;340;0,66667;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"41";35;49904;"3549904005001";320528;14,190981924087;3;13;50;0;1;1;11;1;NA;NA;"1";5;0,8;2;2;1;"";1;1;1;1;1;1;2;1;2;1;1;2;2;NA;2;2;2;4;2;2;1820;3,56863;455;0,89216;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"42";35;49904;"3549904005001";332077;16,4729659153876;3;13;50;0;1;6;63;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"43";35;49904;"3549904005001";338748;21,8920165155802;3;13;50;0;1;1;11;3;470;0,92157;"1";4;0,8;2;1,5;1;"";1;1;1;1;1;1;1;1;1;1;1;2;2;NA;2;2;2;3;1;2;2650;5,19608;883,33;1,73203;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"44";35;49904;"3549904005001";343383;25,7161820777916;3;13;50;0;1;1;11;3;350;0,68627;"1";4;1;2;2;1;"";1;1;1;1;1;1;1;1;1;1;1;2;2;NA;2;2;2;4;1;2;600;1,17647;150;0,29412;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"45";35;49904;"3549904005001";346914;20,0961153280716;3;13;50;0;1;6;62;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"46";35;49904;"3549904005001";367447;26,4659216189427;3;13;50;0;1;1;13;1;NA;NA;"1";7;0,7;3;1,7;2;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;5;1;2;4510;8,84314;902;1,76863;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"47";35;49904;"3549904005001";377400;22,7116474615694;3;13;50;0;1;1;11;1;NA;NA;"1";5;0,8;1;4;2;"";1;1;1;1;1;1;1;1;2;1;1;2;2;NA;2;1;2;4;2;2;1000;1,96078;250;0,4902;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"48";35;49904;"3549904005001";386918;21,5017554695983;3;13;50;0;1;1;11;3;500;0,98039;"1";5;0,6;2;1,5;1;"";1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;3;2;2;790;1,54902;263,33;0,51634;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"49";35;49904;"3549904005001";394832;21,4781420467317;3;13;50;0;1;1;13;1;NA;NA;"1";10;0,1;1;1;3;"";1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;9000;17,64706;9000;17,64706;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"50";35;49904;"3549904005001";424682;24,7622968548695;3;13;50;0;1;1;11;1;NA;NA;"1";6;0,3;2;1;1;"";1;1;1;1;1;2;1;1;1;1;1;2;2;NA;2;1;2;2;1;2;2200;4,31373;1100;2,15686;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"51";35;49904;"3549904005001";444881;18,5792124439663;3;13;50;0;1;6;61;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"52";35;49904;"3549904005001";446435;21,0821740735415;3;13;50;0;1;1;11;5;NA;NA;"1";5;0,4;2;1;1;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;1900;3,72549;950;1,86275;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"53";35;49904;"3549904005001";463611;28,7177115261783;3;13;50;0;1;1;11;5;NA;NA;"1";4;0,8;2;1,5;1;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;2;2;1000;1,96078;333,33;0,65359;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"54";35;49904;"3549904005001";507967;20,16336289321;3;13;50;0;1;1;11;3;220;0,43137;"1";2;0,5;1;1;1;"";1;1;1;1;1;2;2;1;2;1;2;2;2;NA;2;2;2;1;1;2;600;1,17647;600;1,17647;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"55";35;49904;"3549904005001";517088;21,1812212055006;3;13;50;0;1;1;13;1;NA;NA;"1";4;0,3;1;1;1;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;2;2800;5,4902;2800;5,4902;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"56";35;49904;"3549904005001";536265;19,229486812127;3;13;50;0;1;1;13;6;NA;NA;"1";5;1,4;2;3,5;1;"";1;1;1;1;1;2;1;1;2;1;2;2;2;NA;2;2;2;7;2;2;550;1,07843;78,57;0,15406;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"57";35;49904;"3549904005001";541611;24,1494259949251;3;13;50;0;1;1;13;1;NA;NA;"1";10;0,2;2;1;4;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;10300;20,19608;5150;10,09804;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"58";35;49904;"3549904005001";549339;21,356893436882;3;13;50;0;1;1;11;3;300;0,58824;"1";6;0,3;2;1;1;"";1;1;1;1;1;1;1;1;1;1;1;2;2;NA;2;1;2;2;1;2;980;1,92157;490;0,96078;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"59";35;49904;"3549904005001";563374;22,4869038223704;3;13;50;0;1;1;11;3;650;1,27451;"1";5;0,8;2;2;1;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;4;1;2;3200;6,27451;800;1,56863;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"60";35;49904;"3549904005001";568379;22,0910129066761;3;13;50;0;1;1;13;1;NA;NA;"1";8;0,1;1;1;2;"";1;1;1;1;1;3;1;1;1;1;1;1;1;1;2;1;2;1;1;2;6400;12,54902;6400;12,54902;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"61";35;49904;"3549904005001";575621;15,0935326882271;3;13;50;0;1;1;13;1;NA;NA;"1";7;0,6;2;2;2;"";1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;2;4;2;2;4000;7,84314;1000;1,96078;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"62";35;49904;"3549904005001";580595;18,0361975158787;3;13;50;0;1;1;11;1;NA;NA;"1";11;0,3;3;1;3;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;3;1;2;5700;11,17647;1900;3,72549;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"63";35;49904;"3549904005001";580671;16,4729659153876;3;13;50;0;1;6;64;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"64";35;49904;"3549904005001";590087;24,7637110242023;3;13;50;0;1;1;11;1;NA;NA;"1";5;0,6;2;1,5;1;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;3;1;2;2000;3,92157;666,67;1,30719;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"65";35;49904;"3549904005001";590611;21,4781420467317;3;13;50;0;1;1;13;1;NA;NA;"1";10;0,1;1;1;2;"";1;1;1;2;1;1;1;1;1;1;2;1;2;NA;2;2;2;1;1;2;200;0,39216;200;0,39216;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"66";35;49904;"3549904005001";600473;23,1781231687065;3;13;50;0;1;6;62;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"67";35;49904;"3549904005001";603329;22,32310117272;3;13;50;0;1;1;11;1;NA;NA;"1";4;0,8;2;1,5;2;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;3;1;2;2400;4,70588;800;1,56863;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"68";35;49904;"3549904005001";605961;19,8028459917791;3;13;50;0;1;1;12;3;200;0,39216;"2";2;0,5;1;1;1;"";1;1;1;1;1;2;2;1;2;2;1;2;2;NA;2;2;2;1;1;2;1200;2,35294;1200;2,35294;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"69";35;49904;"3549904005001";613332;17,5949311392433;3;13;50;0;1;1;11;1;NA;NA;"1";6;0,7;3;1,3;1;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;4;1;2;4500;8,82353;1125;2,20588;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"70";35;49904;"3549904005001";627680;21,1812212055006;3;13;50;0;1;1;13;1;NA;NA;"1";5;0,2;1;1;1;"";1;1;1;1;1;3;1;1;1;1;1;1;1;1;2;2;2;1;1;2;2000;3,92157;2000;3,92157;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"71";35;49904;"3549904005001";673001;21,2145599687484;3;13;50;0;1;1;11;5;NA;NA;"1";9;0,3;3;1;2;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;1;1;3600;7,05882;1200;2,35294;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"72";35;49904;"3549904005001";677708;19,4140174450451;3;13;50;0;1;1;11;1;NA;NA;"1";2;0,5;1;1;1;"";1;1;1;1;1;1;2;1;2;1;2;2;2;NA;2;2;2;1;1;2;1150;2,2549;1150;2,2549;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
"73";35;49904;"3549904005001";679791;12,540370854108;3;13;50;0;1;1;11;1;NA;NA;"1";10;0,4;4;1;3;"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;4;1;2;7250;14,21569;1812,5;3,55392;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"74";35;49904;"3549904005001";680643;18,9972029086836;3;13;50;0;1;1;11;1;NA;NA;"1";4;0,8;2;1,5;1;"";1;1;1;1;1;1;1;1;1;1;2;1;2;NA;2;2;2;3;1;2;1020;2;340;0,66667;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"75";35;49904;"3549904005001";703419;25,3058119775994;3;13;50;0;1;1;11;1;NA;NA;"1";3;0,7;1;2;1;"";1;1;1;1;1;1;2;2;2;1;1;2;2;NA;2;2;2;2;1;2;500;0,98039;250;0,4902;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
